Category_ID,Category_path,Top-Level Category (Level 1),Sub Category (Level 2),Product Category (Level 3),Product Category (Level 4),Product Category (Level 5),Product Category (Level 6),Product Category (Level 7),Product Category (Level 8),Product Category (Level 9),Product Category (Level 10),Assureful RR,Straight Through business,Refer to UW,Refer to Capacity,Reject,Special Acceptance,QBE Comments
2478853011,Apps & Games/Music/Songbooks,Apps & Games,Music,Songbooks,,,,,,,,1,Yes,,,,Straight Through Business,0
2478855011,Apps & Games/Navigation,Apps & Games,Navigation,,,,,,,,,1,Yes,,,,Straight Through Business,0
3310778011,Apps & Games/News & Magazines,Apps & Games,News & Magazines,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478848011,Apps & Games/News & Magazines/Magazines,Apps & Games,News & Magazines,Magazines,,,,,,,,1,Yes,,,,Straight Through Business,0
3310682011,Apps & Games/News & Magazines/News,Apps & Games,News & Magazines,News,,,,,,,,1,Yes,,,,Straight Through Business,0
5822180011,Apps & Games/News & Magazines/Newspapers,Apps & Games,News & Magazines,Newspapers,,,,,,,,1,Yes,,,,Straight Through Business,0
2478858011,Apps & Games/Novelty,Apps & Games,Novelty,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478860011,Apps & Games/Photography,Apps & Games,Photography,,,,,,,,,1,Yes,,,,Straight Through Business,0
2577638011,Apps & Games/Podcasts,Apps & Games,Podcasts,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478859011,Apps & Games/Productivity,Apps & Games,Productivity,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478861011,Apps & Games/Real Estate,Apps & Games,Real Estate,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478862011,Apps & Games/Reference,Apps & Games,Reference,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478863011,Apps & Games/Ringtones,Apps & Games,Ringtones,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478864011,Apps & Games/Shopping,Apps & Games,Shopping,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478865011,Apps & Games/Social Networking,Apps & Games,Social Networking,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478866011,Apps & Games/Sports,Apps & Games,Sports,,,,,,,,,4,Yes,,,,Straight Through Business,0
2478867011,Apps & Games/Themes,Apps & Games,Themes,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478868011,Apps & Games/Travel,Apps & Games,Travel,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478869011,Apps & Games/Utilities,Apps & Games,Utilities,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478871011,Apps & Games/Utilities/Alarms & Clocks,Apps & Games,Utilities,Alarms & Clocks,,,,,,,,1,Yes,,,,Straight Through Business,0
2478870011,Apps & Games/Utilities/Battery Savers,Apps & Games,Utilities,Battery Savers,,,,,,,,1,Yes,,,,Straight Through Business,0
2478872011,Apps & Games/Utilities/Calculators,Apps & Games,Utilities,Calculators,,,,,,,,1,Yes,,,,Straight Through Business,0
2478873011,Apps & Games/Utilities/Calendars,Apps & Games,Utilities,Calendars,,,,,,,,1,Yes,,,,Straight Through Business,0
2478874011,Apps & Games/Utilities/Notes,Apps & Games,Utilities,Notes,,,,,,,,1,Yes,,,,Straight Through Business,0
3310683011,Apps & Games/Weather,Apps & Games,Weather,,,,,,,,,1,Yes,,,,Straight Through Business,0
2478875011,Apps & Games/Web Browsers,Apps & Games,Web Browsers,,,,,,,,,1,Yes,,,,Straight Through Business,0
2617942011,"Arts, Crafts & Sewing","Arts, Crafts & Sewing",,,,,,,,,,3,Yes,,,,Straight Through Business,0
12896081,"Arts, Crafts & Sewing/Beading & Jewelry Making","Arts, Crafts & Sewing",Beading & Jewelry Making,,,,,,,,,3,Yes,,,,Straight Through Business,0
8090707011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,,,,,,,,3,Yes,,,,Straight Through Business,0
12896091,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies/Bead Looms","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Bead Looms,,,,,,,3,Yes,,,,Straight Through Business,0
262593011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies/Beading Cords & Threads","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Beading Cords & Threads,,,,,,,3,Yes,,,,Straight Through Business,0
12896101,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies/Beading Kits","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Beading Kits,,,,,,,3,Yes,,,,Straight Through Business,0
8090708011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies/Beading Mats, Trays & Boards","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,"Beading Mats, Trays & Boards",,,,,,,3,Yes,,,,Straight Through Business,0
8090979011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies/Beading Needles","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Beading Needles,,,,,,,3,Yes,,,,Straight Through Business,0
8090778011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beading Supplies/Fuse & Perler Beads","Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Fuse & Perler Beads,,,,,,,3,Yes,,,,Straight Through Business,0
12896121,"Arts, Crafts & Sewing/Beading & Jewelry Making/Beads & Bead Assortments","Arts, Crafts & Sewing",Beading & Jewelry Making,Beads & Bead Assortments,,,,,,,,3,Yes,,,,Straight Through Business,0
262595011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Charms","Arts, Crafts & Sewing",Beading & Jewelry Making,Charms,,,,,,,,3,Yes,,,,Straight Through Business,0
12896151,"Arts, Crafts & Sewing/Beading & Jewelry Making/Engraving Machines & Tools","Arts, Crafts & Sewing",Beading & Jewelry Making,Engraving Machines & Tools,,,,,,,,3,Yes,,,,Straight Through Business,0
8090782011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Fusible Glass Supplies","Arts, Crafts & Sewing",Beading & Jewelry Making,Fusible Glass Supplies,,,,,,,,3,Yes,,,,Straight Through Business,0
8090808011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Casting Supplies","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,,,,,,,,3,Yes,,,,Straight Through Business,0
12896131,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Casting Supplies/Casting Machines","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Casting Machines,,,,,,,3,Yes,,,,Straight Through Business,0
8090812011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Casting Supplies/Casting Tools","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Casting Tools,,,,,,,3,Yes,,,,Straight Through Business,0
19271661011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Casting Supplies/Metal Casting Molds","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Metal Casting Molds,,,,,,,3,Yes,,,,Straight Through Business,0
19271660011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Casting Supplies/Resin Casting Molds","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Resin Casting Molds,,,,,,,3,Yes,,,,Straight Through Business,0
12896161,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,,,,,,,,3,Yes,,,,Straight Through Business,0
8090784011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Cord Ends","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Cord Ends,,,,,,,3,Yes,,,,Straight Through Business,0
3097795011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Earring Backs & Findings","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Earring Backs & Findings,,,,,,,3,Yes,,,,Straight Through Business,0
8090786011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/End Caps","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,End Caps,,,,,,,3,Yes,,,,Straight Through Business,0
8090788011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Eye Pins","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Eye Pins,,,,,,,3,Yes,,,,Straight Through Business,0
8090792011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Head Pins","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Head Pins,,,,,,,3,Yes,,,,Straight Through Business,0
3298701011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Jewelry Clasps","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Jewelry Clasps,,,,,,,3,Yes,,,,Straight Through Business,0
3298708011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Jewelry Making Chains","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Jewelry Making Chains,,,,,,,3,Yes,,,,Straight Through Business,0
3298709011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Jump Rings","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Jump Rings,,,,,,,3,Yes,,,,Straight Through Business,0
3298711011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Pin Backs","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Pin Backs,,,,,,,3,Yes,,,,Straight Through Business,0
262596011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Findings/Wire","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Wire,,,,,,,3,Yes,,,,Straight Through Business,0
8090796011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Display & Packaging Supplies","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Display & Packaging Supplies,,,,,,,,3,Yes,,,,Straight Through Business,0
12896171,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Kits","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Kits,,,,,,,,3,Yes,,,,Straight Through Business,0
12896181,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,,,,,,,,3,Yes,,,,Straight Through Business,0
10664320011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Diamond & Gold Testers","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Diamond & Gold Testers,,,,,,,3,Yes,,,,Straight Through Business,0
10664323011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Diamond & Gold Testers/Diamond Testers","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Diamond & Gold Testers,Diamond Testers,,,,,,3,Yes,,,,Straight Through Business,0
10664324011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Diamond & Gold Testers/Gold Testers","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Diamond & Gold Testers,Gold Testers,,,,,,3,Yes,,,,Straight Through Business,0
8090798011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Jewelry Hammers","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Jewelry Hammers,,,,,,,3,Yes,,,,Straight Through Business,0
8090800011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Jewelry Pliers","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Jewelry Pliers,,,,,,,3,Yes,,,,Straight Through Business,0
8090804011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Jewelry Sizers & Mandrels","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Jewelry Sizers & Mandrels,,,,,,,3,Yes,,,,Straight Through Business,0
8090802011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Making Tools & Accessories/Loupes","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Loupes,,,,,,,3,Yes,,,,Straight Through Business,0
8090806011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Jewelry Patterns","Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Patterns,,,,,,,,3,Yes,,,,Straight Through Business,0
8090814011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Metal Stamping Tools","Arts, Crafts & Sewing",Beading & Jewelry Making,Metal Stamping Tools,,,,,,,,3,Yes,,,,Straight Through Business,0
12896191,"Arts, Crafts & Sewing/Beading & Jewelry Making/Polishing & Buffing","Arts, Crafts & Sewing",Beading & Jewelry Making,Polishing & Buffing,,,,,,,,3,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
3097796011,"Arts, Crafts & Sewing/Beading & Jewelry Making/Purse Making","Arts, Crafts & Sewing",Beading & Jewelry Making,Purse Making,,,,,,,,3,Yes,,,,Straight Through Business,0
12896201,"Arts, Crafts & Sewing/Beading & Jewelry Making/Wax Molding Materials","Arts, Crafts & Sewing",Beading & Jewelry Making,Wax Molding Materials,,,,,,,,3,Yes,,,,Straight Through Business,0
378733011,"Arts, Crafts & Sewing/Crafting","Arts, Crafts & Sewing",Crafting,,,,,,,,,4,Yes,,,,Straight Through Business,0
12890801,"Arts, Crafts & Sewing/Crafting/Basket Making","Arts, Crafts & Sewing",Crafting,Basket Making,,,,,,,,4,Yes,,,,Straight Through Business,0
262597011,"Arts, Crafts & Sewing/Crafting/Candle Making","Arts, Crafts & Sewing",Crafting,Candle Making,,,,,,,,4,Yes,,,,Straight Through Business,0
262598011,"Arts, Crafts & Sewing/Crafting/Candle Making/Dyes","Arts, Crafts & Sewing",Crafting,Candle Making,Dyes,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
262599011,"Arts, Crafts & Sewing/Crafting/Candle Making/Kits","Arts, Crafts & Sewing",Crafting,Candle Making,Kits,,,,,,,4,Yes,,,,Straight Through Business,0
262600011,"Arts, Crafts & Sewing/Crafting/Candle Making/Molds","Arts, Crafts & Sewing",Crafting,Candle Making,Molds,,,,,,,4,Yes,,,,Straight Through Business,0
262601011,"Arts, Crafts & Sewing/Crafting/Candle Making/Scents","Arts, Crafts & Sewing",Crafting,Candle Making,Scents,,,,,,,4,Yes,,,,Straight Through Business,0
262602011,"Arts, Crafts & Sewing/Crafting/Candle Making/Wax","Arts, Crafts & Sewing",Crafting,Candle Making,Wax,,,,,,,4,Yes,,,,Straight Through Business,0
262603011,"Arts, Crafts & Sewing/Crafting/Candle Making/Wicks","Arts, Crafts & Sewing",Crafting,Candle Making,Wicks,,,,,,,4,Yes,,,,Straight Through Business,0
12896441,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,,,,,,,,4,Yes,,,,Straight Through Business,0
12896461,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Ceramic & Pottery Tools","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Ceramic & Pottery Tools,,,,,,,4,Yes,,,,Straight Through Business,0
12896471,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Clay Extruders, Mixers & Presses","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,"Clay Extruders, Mixers & Presses",,,,,,,4,Yes,,,,Straight Through Business,0
262604011,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Clay Molds","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Clay Molds,,,,,,,4,Yes,,,,Straight Through Business,0
12896491,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Clays & Doughs","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Clays & Doughs,,,,,,,4,Yes,,,,Straight Through Business,0
689390011,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Clays & Doughs/Clay","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Clays & Doughs,Clay,,,,,,4,Yes,,,,Straight Through Business,0
689391011,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Clays & Doughs/Dough","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Clays & Doughs,Dough,,,,,,4,Yes,,,,Straight Through Business,0
12896501,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Glazes","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Glazes,,,,,,,4,Yes,,,,Straight Through Business,0
12896511,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Kilns & Firing Accessories","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Kilns & Firing Accessories,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2933705011,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Kilns & Firing Accessories/Firing Accessories","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Kilns & Firing Accessories,Firing Accessories,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2933704011,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Kilns & Firing Accessories/Kilns","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Kilns & Firing Accessories,Kilns,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
12896521,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Pottery Wheels & Accessories","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Pottery Wheels & Accessories,,,,,,,4,Yes,,,,Straight Through Business,0
12896531,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Pug Mills & Slab Rollers","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Pug Mills & Slab Rollers,,,,,,,4,Yes,,,,Straight Through Business,0
8090836011,"Arts, Crafts & Sewing/Crafting/Ceramics & Pottery/Ready-to-Paint Ceramics","Arts, Crafts & Sewing",Crafting,Ceramics & Pottery,Ready-to-Paint Ceramics,,,,,,,4,Yes,,,,Straight Through Business,0
8090710011,"Arts, Crafts & Sewing/Crafting/Craft Supplies","Arts, Crafts & Sewing",Crafting,Craft Supplies,,,,,,,,4,Yes,,,,Straight Through Business,0
8090818011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Craft Bells","Arts, Crafts & Sewing",Crafting,Craft Supplies,Craft Bells,,,,,,,4,Yes,,,,Straight Through Business,0
2933771011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Craft Foam","Arts, Crafts & Sewing",Crafting,Craft Supplies,Craft Foam,,,,,,,4,Yes,,,,Straight Through Business,0
8090822011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Craft Sticks","Arts, Crafts & Sewing",Crafting,Craft Supplies,Craft Sticks,,,,,,,4,Yes,,,,Straight Through Business,0
12896551,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools","Arts, Crafts & Sewing",Crafting,Craft Supplies,Cutting Tools,,,,,,,6,Yes,,,,Straight Through Business,0
689393011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Craft Shears","Arts, Crafts & Sewing",Crafting,Craft Supplies,Cutting Tools,Craft Shears,,,,,,4,Yes,,,,Straight Through Business,0
12896601,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Glass Cutting Tools","Arts, Crafts & Sewing",Crafting,Craft Supplies,Cutting Tools,Glass Cutting Tools,,,,,,4,Yes,,,,Straight Through Business,0
12896611,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Mat Cutters & Blades","Arts, Crafts & Sewing",Crafting,Craft Supplies,Cutting Tools,Mat Cutters & Blades,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
490589011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Cutting Tools/Paper Trimmers/Stack & Guillotine Trimmers","Arts, Crafts & Sewing",Crafting,Craft Supplies,Cutting Tools,Paper Trimmers,Stack & Guillotine Trimmers,,,,,4,Yes,,,,Straight Through Business,0
7756216011,"Arts, Crafts & Sewing/Crafting/Craft Supplies/Face Painting","Arts, Crafts & Sewing",Crafting,Craft Supplies,Face Painting,,,,,,,4,Yes,,,,Straight Through Business,0
